step,pair,freq,total_tokens,compression,time_sec
2324,[O][C][Branch1][C][F][Branch1][C][F][F][C][=C][Ring1][O],1629,19935866,4.5349,301.6
2325,[C][C][C][O][C][C][Ring1][=Branch1],1628,19934238,4.5353,301.7
2326,[C][=C][C][Branch2][Branch1],1627,19932611,4.5357,301.8
2327,[C][=Branch1][C][=O][N][C@@H1][Branch1][#Branch1][C][C][Branch1][C][C],1627,19930984,4.5361,301.9
2328,[N][=N][Ring1][N],1626,19929358,4.5364,302
2329,[#C][C][=C][C][=C][Branch1][C][O][C][Branch1][C][O][=C][Ring1][Branch2],1624,19927734,4.5368,302.1
2330,[C][C][C@H1][O][C][=Branch1][C][=O][C@H1][Branch1][C][C],1624,19926110,4.5372,302.2
2331,[=N][O],1623,19924487,4.5375,302.4
2332,[C][O][P][=Branch1][C][=O],1623,19922864,4.5379,302.5
2333,[Ring1][S][O],1622,19921242,4.5383,302.5
2334,[C][=Ring2][Ring1][#Branch1],1621,19919621,4.5386,302.6
2335,[C][=C][C][=C][C][=N][Ring1][=Branch1][C],1621,19918000,4.539,302.7
2336,[O][C][Ring1][Branch1],1620,19916380,4.5394,302.8
2337,[C][C][=C][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1],1620,19914760,4.5397,302.9
2338,[C@@][Ring1][#C],1617,19913143,4.5401,303
2339,[C@H1][Branch1][C][C][N][C][=Branch1][C][=O],1617,19911526,4.5405,303.1
2340,[S][Ring2][Ring1][C],1617,19909909,4.5409,303.2
2341,[C][O][C][=Branch1][C][=O][C@@H1],1616,19908293,4.5412,303.3
2342,[C][=C][C][=C][Branch2][Ring1][N],1615,19906678,4.5416,303.4
2343,[#Branch1][N][C][C][C][Ring1],1615,19905063,4.542,303.5
2344,[O][C][=C][C][=C][Branch2][Ring2],1611,19903452,4.5423,303.6
2345,[C][Branch2][Ring2][Branch1],1610,19901842,4.5427,303.7
2346,[C][=C][Branch1][C][C][NH1],1610,19900232,4.5431,303.8
2347,[C][N][Branch1][#Branch1][C@H1][Branch1][C][C][C][O][C][=Branch1][C][=O],1610,19898622,4.5434,303.9
2348,[C][C][=C][C][=Branch1][C][=O][O],1609,19897013,4.5438,304
2349,[C][O][C][C][N][C][=Branch1][C][=O],1609,19895404,4.5442,304.1
2350,[C@H1][Branch1][#Branch1][C][C][Branch1][C][C][C][N][C][=Branch1][C][=O],1609,19893795,4.5445,304.2
2351,[O][C][C][C][C][C][Ring1][Branch1],1607,19892188,4.5449,304.3
2352,[C][=C][Branch2][Ring1][=N],1606,19890582,4.5453,304.4
2353,[C][=C][C][=C][Branch2][Ring1][O],1605,19888977,4.5456,304.5
2354,[C][=N][C][Branch1][#Branch2],1605,19887372,4.546,304.7
2355,[C@@][Ring1][=Branch1],1603,19885769,4.5464,304.8
2356,[C][Ring1][=Branch2][=O],1602,19884167,4.5467,304.9
2357,[N][=C][Branch1][Branch2],1601,19882566,4.5471,305
2358,[C][=C][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][C],1601,19880965,4.5475,305.1
2359,[C@@H1][Branch1][C][C][C],1600,19879365,4.5478,305.2
2360,[O][=C][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1],1600,19877765,4.5482,305.3
2361,[C][C][N][C][Branch1],1599,19876166,4.5486,305.4
2362,[N][C][Branch1][C][N][=O],1599,19874567,4.5489,305.5
2363,[C][=C][Branch2][Ring1][P],1598,19872969,4.5493,305.6
2364,[C][=C][Ring2][Ring2][#Branch2],1598,19871371,4.5497,305.7
2365,[N][C@@H1][Branch1][#Branch1][C][C][Branch1][C][C],1597,19869774,4.55,305.8
2366,[N][C][C][=C][C][=C][Branch1],1596,19868178,4.5504,305.9
2367,[O][C][C][C][C][Ring1][Ring1],1595,19866583,4.5508,306
2368,[C][C@@H1][Ring1][Ring1],1593,19864990,4.5511,306.1
2369,[C][=C][C][=C][C][=C],1592,19863398,4.5515,306.2
2370,[C][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1],1592,19861806,4.5519,306.3
2371,[=Ring1][P],1591,19860215,4.5522,306.4
2372,[Ring2][Ring1][Branch2][=O],1588,19858627,4.5526,306.5
2373,[C][C][C][C][Branch1][C][C][Branch1][C][C],1588,19857039,4.5529,306.6
2374,[N][C][=C][C][=C][Branch1][C][F][C][=C][Ring1][#Branch1][F],1587,19855452,4.5533,306.7
2375,[C][=C][C][=C][C][=C][Ring1][=Branch1][C][N][=N][NH1][N][=Ring1][Branch1][C][=C][Ring1][P],1585,19853867,4.5537,306.8
2376,[C][=C][Branch1][C][C][C][=C][C][=C][Ring1][#Branch1],1584,19852283,4.554,307
2377,[C][N][C][=N][C][=N],1584,19850699,4.5544,307.1
2378,[S][=Branch1][C][=O][=Branch1][C][=O][N][C][=C][C][=C],1583,19849116,4.5548,307.2
2379,[Ring1][O][C][=Branch1][C][=O],1583,19847533,4.5551,307.3
2380,[N][Branch1][Branch2][C][C][C][C],1580,19845953,4.5555,307.4
2381,[C][=C][C][=C][C][=C][C][=C][Ring1][=Branch1][O][Ring1][=Branch2],1579,19844374,4.5559,307.5
2382,[N][C][C][Branch1][C][O],1577,19842797,4.5562,307.6
2383,[O][C][=C][C][=C][N][=C][Ring1][=Branch1],1576,19841221,4.5566,307.7
2384,[=C][C][=C][Ring2][Ring1][#Branch2],1576,19839645,4.5569,307.9
2385,[C][O][C][=C][C][Branch1][C][O][=C],1576,19838069,4.5573,308
2386,[Si][Branch1][C][C][Branch1][C][C][C],1576,19836493,4.5577,308.1
2387,[C@@H1][Ring1],1574,19834919,4.558,308.2
2388,[O][C][Ring1][=N],1574,19833345,4.5584,308.3
2389,[=Ring1][S],1573,19831772,4.5587,308.4
2390,[C][Branch1][#Branch1][O][C][Branch1][C][C][=O],1573,19830199,4.5591,308.5
2391,[C][C][=C][C][=C][O][Ring1][Branch1],1572,19828627,4.5595,308.6
2392,[=C][C][=N][C][=C][C][=C][C][=C][Ring1][=Branch1][S][Ring1][=Branch2],1572,19827055,4.5598,308.7
2393,[C][=C][C][Branch2][Ring1][=Branch1],1571,19825484,4.5602,308.8
2394,[C][C@@H1][C][C][C@H1],1571,19823913,4.5606,308.9
2395,[Branch1][C][O][C@@H1][Branch1][C][O][C@H1],1571,19822342,4.5609,309
2396,[N][Branch2][=Branch1],1571,19820771,4.5613,309.1
2397,[C][=C][C][=C][C][=C][Ring1][=Branch1][N][=C][Ring1][#Branch2],1571,19819200,4.5616,309.2
2398,[S][N][C][=Branch1][C][=O][O][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O],1571,19817629,4.562,309.4
2399,[N][C][=N][C][=C][Branch1][C][Cl],1570,19816059,4.5624,309.5
2400,[C@H1][Branch1][C][O][C][Branch1][C][C][Branch1][C][C][C@@H1][Ring1][#Branch2],1570,19814489,4.5627,309.6
2401,[C][=C][Ring2][Ring1][=C][O][C],1569,19812920,4.5631,309.7
2402,[C][N][=N][NH1],1568,19811352,4.5634,309.8
2403,[C][Branch2][Ring2][=Branch1],1567,19809785,4.5638,309.9
2404,[N][C][=Branch1][C][=O][C][=C][C][=C][C][=C][C][=C][Ring1][=Branch1],1567,19808218,4.5642,309.9
2405,[Ring2][Ring1][=Branch2][=O],1565,19806653,4.5645,310
2406,[Branch1][C][C][C][O],1563,19805090,4.5649,310.1
2407,[O][C][=C][C][=C][Branch1][#Branch2],1561,19803529,4.5652,310.2
2408,[N][C][Branch1][=Branch2],1559,19801970,4.5656,310.3
2409,[C][=C][C][=C][Ring1],1558,19800412,4.566,310.5
2410,[C][=C][Ring1][N][=N],1558,19798854,4.5663,310.6
2411,[C][=C][C][=C][Branch2][Ring2][Branch1],1558,19797296,4.5667,310.7
2412,[C][C][=C][Branch1][#C],1558,19795738,4.567,310.8
2413,[Branch1][=Branch2][C][N][C][=N][C][=N][Ring1][Branch1][C][=C][C][=C][Branch1][C][F][C][=C][Ring1][#Branch1][F],1558,19794180,4.5674,310.8
2414,[C][NH1][C][=C][C][Ring1][=Branch2][=Ring1],1556,19792624,4.5678,310.9
2415,[C][C][=C][NH1][C][=C][C][=C][C][=C][Ring1][=Branch2][Ring1][=Branch1],1552,19791072,4.5681,311
2416,[C][Branch1][C][N],1548,19789524,4.5685,311.1
2417,[S][C][=C],1546,19787978,4.5688,311.2
2418,[NH1][C][=C][C][Ring1][Branch1][=C][Ring1][=Branch2],1546,19786432,4.5692,311.3
2419,[O][=C][Branch2][Ring2][#Branch1],1544,19784888,4.5695,311.4
2420,[N][Branch1][=N][C][=Branch1][C][=O],1544,19783344,4.5699,311.5
2421,[Ring1][#C][=O],1542,19781802,4.5703,311.6
2422,[N][=N][C][=C][C][=C][C][=C][Ring1][#Branch2][Ring1][=Branch1],1542,19780260,4.5706,311.7
2423,[C][S+1][Branch1][C][O-1],1542,19778718,4.571,311.8
2424,[=Ring2][Ring1][=Branch1],1540,19777178,4.5713,311.9
2425,[C][=C][NH1][C][=N],1540,19775638,4.5717,312
2426,[O][C@@H1][Branch1][C][C],1539,19774099,4.572,312.1
2427,[C][Ring2][Ring2][Ring1],1539,19772560,4.5724,312.3
2428,[P][=Branch1][C][=O][Branch1][C][O][O][P][=Branch1][C][=O][Branch1][C][O][O],1539,19771278,4.5727,312.4
2429,[C][Ring1][#Branch1][=N],1538,19769740,4.573,312.5
2430,[C][=C][Ring1][#Branch2][C],1537,19768203,4.5734,312.6
2431,[C][Ring2][Ring1][=Branch1][=C][Ring2][Ring1][#Branch2],1535,19766668,4.5738,312.7
2432,[C][F],1534,19765134,4.5741,312.8
2433,[C][C@@H1][Branch2][Ring1],1534,19763600,4.5745,312.9
2434,[C][=Branch1][Branch1][=C][Ring1][=Branch1],1534,19762066,4.5748,313.1
2435,[Branch2][Branch1][Branch2],1532,19760534,4.5752,313.2
2436,[C][=N][C][=C][C][=C][C][=C][Ring1][=Branch1][NH1][Ring1][=Branch2],1532,19759002,4.5755,313.3
2437,[C][C][Branch1][C][C][O][C][=Branch1][C][=O],1531,19757471,4.5759,313.4
2438,[C@@H1][Branch1][C][C][O],1531,19755940,4.5762,313.5
2439,[C][=C][C][Branch1][Ring1][O][C][=C][Ring1][#Branch2],1530,19754410,4.5766,313.6
2440,[/C][Branch1][Ring1][C][#N],1530,19752880,4.577,313.7
2441,[C][C@H1][Branch1][C][O][C],1529,19751351,4.5773,313.8
2442,[Branch2][Branch1][=Branch2],1529,19749822,4.5777,313.9
2443,[N][C][=C][Branch1][C][F],1528,19748294,4.578,314
2444,[C][=C][Ring2][Ring1][=Branch1][C],1527,19746767,4.5784,314.1
2445,[C][C][=C][C][=C][Branch2][Ring1][=C],1527,19745240,4.5787,314.2
2446,[C][=Branch1][C][=O][O][C][C][=Branch1][C][=O],1526,19743714,4.5791,314.3
2447,[C][=C][N][Ring1][Branch1],1526,19742188,4.5794,314.4
2448,[C][O][C][=C][C][=C][Branch2][Ring1][=Branch1],1525,19740663,4.5798,314.5
2449,[C][=Branch1][C][=O][N][Ring1][#Branch1],1525,19739138,4.5801,314.6
2450,[C][C][C][C][C][Branch1][Ring2],1525,19737613,4.5805,314.7
2451,[N][C][C][Branch1][C][C],1523,19736090,4.5808,314.8
2452,[O][C][=C][C][=C][Branch1][C][Br][C][=C][Ring1][#Branch1],1523,19734567,4.5812,314.9
2453,[C@@H1][Branch1][#C],1522,19733045,4.5816,315
2454,[C][C][C@][Ring1],1520,19731525,4.5819,315.1
2455,[C][=C][C][Branch1][C][Cl][=C][C][=C][Ring1][#Branch1][Cl],1519,19730006,4.5823,315.2
2456,[Ring2][Ring1][Ring1][O],1517,19728489,4.5826,315.3
2457,[N][Ring2][Ring1][#C],1517,19726972,4.583,315.4
2458,[C][O][C][=Branch1][C][=O][C][C],1516,19725456,4.5833,315.5
2459,[C][C][=C][C][=C][Branch2][Ring1][P],1515,19723941,4.5837,315.6
2460,[=C][C][=Branch1][C][=O][O][C][Branch1][C][C][Branch1][C][C][C][C],1515,19722426,4.584,315.7
2461,[C@@H1][C][C][=C],1513,19720913,4.5844,315.8
2462,[Branch2][Branch1][#Branch1],1513,19719400,4.5847,315.9
2463,[S][C][C][=Branch1][C][=O][N][C][C],1513,19717887,4.5851,316
2464,[C][=C][C][=C][C][Branch1][C][C][=C][Ring1][#Branch1],1513,19716374,4.5854,316.1
2465,[C][O][C][=C][N][=C],1512,19714862,4.5858,316.2
2466,[C][=C][Ring2][Ring1][Ring1][Ring1][=Branch1],1512,19713350,4.5861,316.3
2467,[C][Branch1][=Branch2][N][C][C][O][C][C][Ring1][=Branch1][=N],1511,19711839,4.5865,316.4
2468,[N][=C][Ring1][=Branch1][C][=Branch1][C][=O],1510,19710329,4.5868,316.5
2469,[=N][\C][=C],1510,19708819,4.5872,316.6
2470,[N][Ring2][Ring1][=Branch1][C],1509,19707310,4.5875,316.7
2471,[#Branch1][C][C][=Branch1][C][=O][O][C],1509,19705801,4.5879,316.8
2472,[C][C][=C][C][Branch1][C][F][=C][C][=C][Ring1][#Branch1],1507,19704294,4.5882,316.9
2473,[N][=C][Ring2][Ring1][S],1506,19702788,4.5886,317
2474,[O][=C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O],1505,19701283,4.5889,317.2
2475,[C][C][C@@H1][C@@][Branch1][C][C][C][C],1505,19699778,4.5893,317.3
2476,[N][C][=C][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][O][C][O][Ring1][=Branch1],1505,19698273,4.5896,317.4
2477,[C][=C][C][=C][Branch1][N][O][C][C],1505,19696768,4.59,317.5
2478,[C][Branch1][C][S][=N],1504,19695264,4.5903,317.6
2479,[/C][=C][/C][=C][C][=C][Branch1][C][O][C][=C][Ring1][#Branch1],1500,19693764,4.5907,317.7
2480,[C][C][=C][C][Branch2][Ring1][Ring2],1499,19692265,4.591,317.8
2481,[C][C][C][C][N][Branch2][Ring2],1497,19690768,4.5914,317.9
2482,[N][=C][N][=C][Ring1][#C],1497,19689271,4.5917,318
2483,[C][O][C][=C][C][=C][Branch1][C][C][C][=C][Ring1][#Branch1],1495,19687776,4.5921,318.1
2484,[C][C][=C][C][=C][Branch2][Ring1][=N],1494,19686282,4.5924,318.3
2485,[N][=C][Branch2][Ring1][Branch1],1494,19684788,4.5928,318.4
2486,[C][=C][C][=C][C][=C][Ring1][=Branch1][N][C][=Branch1][C][=O],1493,19683295,4.5931,318.5
2487,[C@@H1][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1],1493,19681802,4.5935,318.6
2488,[C@H1][O][C@@H1],1493,19680309,4.5938,318.7
2489,[C][C][=C][C][=C][C][=C][C][=C][Ring1][=Branch1],1493,19678816,4.5942,318.8
2490,[C][=C][C][Branch1][C][F][=C][C][=C][Ring1][#Branch1][F],1493,19677323,4.5945,318.9
2491,[O][C][C][C][N],1492,19675831,4.5949,319
2492,[C][=Branch1][C][=O][N][C@@H1],1491,19674340,4.5952,319.1
2493,[C][C][=C][C][=C][C][=C][Ring1][=Branch1][Ring1][#Branch2],1491,19672849,4.5956,319.2
2494,[N][C][=C][C][Branch1][C][Cl][=C][C][=C][Ring1][#Branch1],1491,19671358,4.5959,319.3
2495,[N][Ring2][Ring1][C][C],1490,19669868,4.5963,319.4
2496,[N][=N][Ring1][S],1490,19668378,4.5966,319.5
2497,[Ring2][Ring1][Branch1][O],1489,19666889,4.597,319.6
2498,[S][Ring1][Branch1][C][=Branch1][C][=O],1487,19665402,4.5973,319.7
2499,[C][C][=C][C][=C][Branch1][=Branch2][C][Branch1][C][F][Branch1][C][F][F][C][=C][Ring1][#Branch2],1487,19663915,4.5977,319.8
2500,[Cl][C][C][Cl],1487,19662428,4.598,319.9
2501,[N][C][=Branch1][Ring2][=N],1486,19660942,4.5984,320
2502,[O][C@@][Branch1][C][C][C][C],1484,19659458,4.5987,320.1
2503,[C@][Ring1][=Branch2],1481,19657977,4.599,320.2
2504,[C@@H1][Branch2][Ring1][Branch1][O][C@@H1][O][C@H1][Branch1][C][C][C][C@H1][Branch1][=Branch1][N][Branch1][C][C][C][C@H1][Ring1][#Branch2],1481,19656496,4.5994,320.3
2505,[C@][Branch1][C][O][C],1480,19655016,4.5997,320.4
2506,[C][C][Branch1][=N],1480,19653536,4.6001,320.5
2507,[O][P][=Branch1][C][=O],1479,19652057,4.6004,320.6
2508,[/C][Branch1][C][O][=C],1478,19650579,4.6008,320.7
2509,[#C][C][=N],1477,19649102,4.6011,320.8
2510,[C@@][Branch1][C][O][Branch1],1477,19647625,4.6015,320.9
2511,[C][C][Branch1][P],1476,19646149,4.6018,321
2512,[N][Ring1][N],1475,19644674,4.6022,321.1
2513,[C][C][=C][NH1][C][=N],1475,19643199,4.6025,321.2
2514,[C][=Branch1][C][=O][N][C][C][O][C][C][Ring1][=Branch1],1474,19641725,4.6029,321.3
2515,[C][Ring2][Ring1][#Branch1][=C][Ring2][Ring1][O],1474,19640251,4.6032,321.4
2516,[C][C][Branch1][S],1473,19638778,4.6035,321.5
2517,[/C][=C][/C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1],1473,19637305,4.6039,321.6
2518,[/C][=C][/C][=C][C][=C][Branch1][C][O][C][Branch1][C][O][=C][Ring1][Branch2],1473,19635832,4.6042,321.7
2519,[N][C][=Branch1][C][=O][C][=C][C][=C][Branch1][C][F][C][=C][Ring1][#Branch1],1472,19634360,4.6046,321.8
2520,[N][C][C][C][N][Branch2][Ring1],1472,19632888,4.6049,321.9
2521,[N][C][C][C][C][Ring1][Branch1][=O],1471,19631417,4.6053,322
2522,[N][=C][Branch2][Ring1][=Branch1],1470,19629947,4.6056,322.1
2523,[#C][Ring1][=Branch1],1468,19628479,4.606,322.2
2524,[C][=C][C][=C][Branch1][#Branch2][N][S][Branch1][C][C][=Branch1][C][=O][=O],1468,19627011,4.6063,322.3
2525,[C][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1][Cl],1467,19625544,4.6066,322.4
2526,[C][C][Branch1][C][C][Branch1][C][C][N][C][=Branch1][C][=O],1465,19624079,4.607,322.5
2527,[=Branch1][C][Branch1][C][N][=O][C][=C][Ring1][=Branch2],1465,19622614,4.6073,322.6
2528,[N][C][=N][NH1],1464,19621150,4.6077,322.7
2529,[N][C][C][=C][C][=C][C][=C][Ring1][=Branch1][Cl],1464,19619686,4.608,322.9
2530,[C][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1][C],1462,19618224,4.6084,323
2531,[C][O][C][=C][C][=C][Branch2][Ring2][Branch1],1460,19616764,4.6087,323.1
2532,[C][C][O][C][=C][C][=C][Branch2][Ring2],1458,19615306,4.6091,323.2
2533,[C][=C][C][=C][N][=C][Ring1][=Branch1][C],1458,19613848,4.6094,323.3
2534,[C][C][=C][C][=C][Branch1][=C],1454,19612394,4.6097,323.4
2535,[C][=N][C][Branch1][=C],1454,19610940,4.6101,323.5
2536,[C][S][C][Branch1],1453,19609487,4.6104,323.6
2537,[C][C][C][C][C][C][C][C][=Branch1][C][=O],1453,19608034,4.6108,323.7
2538,[Ring2][Ring1][#Branch2][=O],1453,19606581,4.6111,323.8
2539,[=C][Ring2][Ring2][Branch1],1451,19605130,4.6114,323.9
2540,[C][=Branch1][C][=O][N][S][=Branch1][C][=O][=Branch1][C][=O],1449,19603681,4.6118,324
2541,[C][=N][Ring1][=Branch2],1449,19602232,4.6121,324.1
2542,[S][=C],1448,19600784,4.6125,324.2
2543,[N][C][C][N][C][=Branch1][C][=O],1448,19599336,4.6128,324.3
2544,[C@@H1][Branch1][C][O][C@H1][Branch1][C][O][C@H1],1448,19597888,4.6132,324.4
2545,[=N][/C],1447,19596441,4.6135,324.5
2546,[N][=C][Branch1][N][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1],1446,19594995,4.6138,324.6
2547,[C][Ring1][Branch1][=O],1446,19593549,4.6142,324.7
2548,[C@H1][Ring1][P],1445,19592104,4.6145,324.8
2549,[Branch1][C][O][C][C][Ring1][#Branch1],1445,19590659,4.6149,324.9
2550,[N][Branch1][N][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1],1443,19589216,4.6152,325
2551,[N][=C][Branch2][Ring1][=Branch2],1443,19587773,4.6155,325.1
2552,[N][C][C][N][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][C][C][Ring1],1443,19586330,4.6159,325.2
2553,[/C][=Branch1][#C],1442,19584888,4.6162,325.3
2554,[O][C][O][Ring1][#Branch1],1442,19583446,4.6166,325.4
2555,[C][Branch2][Ring1][C][N][C][=Branch1][C][=O],1441,19582005,4.6169,325.5
